date,time,pressure,pressure_setpoint,mfc1_,mfc2_,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2020-03-17_20-53-08,469.105,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-10,469.138,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-12,469.171,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-53-14,469.205,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-16,469.238,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-18,469.272,,,,,60.158,60.0,,,,,,,,cupcts
2020-03-17_20-53-20,469.305,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-22,469.338,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-24,469.371,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-26,469.405,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-28,469.438,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-30,469.472,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-53-32,469.505,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-34,469.539,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-36,469.571,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-38,469.605,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-40,469.638,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-42,469.672,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-53-44,469.705,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-46,469.738,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-48,469.771,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-50,469.805,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-52,469.838,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-54,469.871,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-53-56,469.905,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-53-58,469.938,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-00,469.971,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-02,470.005,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-04,470.038,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-06,470.071,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-08,470.105,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-10,470.139,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-12,470.171,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-14,470.205,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-16,470.238,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-18,470.271,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-20,470.305,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-22,470.338,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-24,470.371,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-26,470.405,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-28,470.438,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-54-30,470.471,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-32,470.505,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-34,470.538,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-36,470.571,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-38,470.605,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-40,470.638,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-42,470.671,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-44,470.705,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-46,470.738,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-54-48,470.771,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-50,470.805,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-52,470.838,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-54,470.871,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-56,470.905,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-54-58,470.938,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-00,470.972,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-55-02,471.005,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-04,471.038,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-06,471.071,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-08,471.105,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-10,471.138,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-12,471.171,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-55-14,471.206,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-55-16,471.238,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-18,471.271,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-20,471.305,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-22,471.338,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-24,471.371,,,,,60.46,60.0,,,,,,,4867000.0,cupcts
2020-03-17_20-55-26,471.405,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-55-28,471.438,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-30,471.472,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-55-32,471.505,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-34,471.538,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-55-36,471.572,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-38,471.606,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-40,471.638,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-42,471.672,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-44,471.705,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-46,471.738,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-48,471.772,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-50,471.805,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-55-52,471.838,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-54,471.872,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-55-56,471.905,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-55-58,471.939,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-00,471.973,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-02,472.006,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-04,472.039,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-06,472.072,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-08,472.105,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-10,472.139,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-12,472.172,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-56-14,472.205,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-16,472.238,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-18,472.272,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-20,472.305,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-22,472.339,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-56-24,472.372,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-26,472.405,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-28,472.439,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-30,472.472,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-32,472.505,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-34,472.539,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-56-36,472.572,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-38,472.606,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-56-40,472.639,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-56-42,472.672,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-56-44,472.705,,,,,60.764,60.0,,,,,,,,cupcts
2020-03-17_20-56-46,472.739,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-48,472.773,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-50,472.805,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-52,472.839,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-54,472.872,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-56,472.905,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-56-58,472.939,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-00,472.972,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-02,473.006,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-04,473.039,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-57-06,473.072,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-08,473.105,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-10,473.139,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-12,473.172,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-14,473.206,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-16,473.239,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-18,473.273,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-57-20,473.306,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-22,473.339,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-24,473.372,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-26,473.405,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-28,473.439,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-30,473.472,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-32,473.506,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-34,473.539,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-36,473.573,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-38,473.605,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-40,473.639,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-42,473.672,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-44,473.705,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-46,473.739,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-48,473.773,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-50,473.805,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-52,473.839,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-54,473.872,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-57-56,473.906,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-57-58,473.939,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-00,473.972,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-58-02,474.006,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-04,474.039,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-06,474.073,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-08,474.105,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-10,474.139,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-12,474.173,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-58-14,474.206,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-58-16,474.239,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-18,474.273,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-20,474.306,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-58-22,474.339,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-24,474.373,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-26,474.407,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-28,474.44,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-58-30,474.473,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-32,474.506,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-34,474.539,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-58-36,474.573,,,,,60.663,60.0,,,,,,,,cupcts
2020-03-17_20-58-38,474.606,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-58-40,474.64,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-42,474.673,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-58-44,474.706,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-58-46,474.739,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-48,474.773,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-50,474.806,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-52,474.839,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-58-54,474.873,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-56,474.907,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-58-58,474.939,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-59-00,474.973,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-02,475.007,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-04,475.039,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-06,475.073,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-08,475.106,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-59-10,475.139,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-59-12,475.173,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-14,475.206,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-16,475.24,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-18,475.273,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-20,475.306,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-22,475.339,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-24,475.373,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-26,475.406,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-28,475.44,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-30,475.474,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-59-32,475.506,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-59-34,475.539,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-36,475.573,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-38,475.606,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-40,475.64,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-59-42,475.673,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-44,475.706,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-46,475.739,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-59-48,475.773,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-50,475.806,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-59-52,475.839,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-54,475.873,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-59-56,475.906,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-59-58,475.939,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-00,475.973,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-02,476.006,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-00-04,476.039,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-06,476.073,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-08,476.106,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-10,476.139,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-00-12,476.173,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-00-14,476.206,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-16,476.239,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-18,476.273,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-20,476.306,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-22,476.34,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-24,476.373,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-26,476.406,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-28,476.439,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-30,476.473,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-32,476.506,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-34,476.539,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-36,476.573,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-38,476.606,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-40,476.639,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-42,476.673,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-44,476.706,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-46,476.739,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-48,476.773,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-00-50,476.806,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-00-52,476.839,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-00-54,476.873,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-00-56,476.907,,,,,59.857,60.0,,,,,,,,cupcts
2020-03-17_21-00-58,476.939,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-00,476.973,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-01-02,477.006,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-04,477.039,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-06,477.073,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-01-08,477.106,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-10,477.139,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_21-01-12,477.173,,,,,60.663,60.0,,,,,,,,cupcts
2020-03-17_21-01-14,477.206,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-16,477.239,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-18,477.272,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-20,477.306,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-22,477.339,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-01-24,477.373,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-01-26,477.406,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-28,477.439,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-01-30,477.473,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-32,477.506,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-01-34,477.539,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-01-36,477.574,,,,,60.46,60.0,,,,,,,4920800.0,cupcts
2020-03-17_21-01-38,477.606,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-40,477.64,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-42,477.673,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-01-44,477.707,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-46,477.74,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-48,477.773,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-50,477.807,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-52,477.84,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-54,477.873,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-56,477.907,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-01-58,477.94,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-00,477.974,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-02,478.008,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-04,478.041,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-06,478.074,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-08,478.108,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-10,478.141,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-02-12,478.174,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-14,478.208,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-16,478.241,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-18,478.274,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-02-20,478.309,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-22,478.341,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-02-24,478.375,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-02-26,478.408,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-28,478.442,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-02-30,478.475,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-32,478.509,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-34,478.543,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-36,478.576,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-38,478.609,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-40,478.642,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-02-42,478.676,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-44,478.709,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-46,478.742,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-02-48,478.776,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-50,478.809,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-52,478.842,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-54,478.876,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-56,478.91,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-02-58,478.942,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-00,478.976,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-03-02,479.009,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-04,479.042,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-03-06,479.076,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-08,479.109,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-03-10,479.142,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-12,479.176,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-03-14,479.209,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-03-16,479.242,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-03-18,479.276,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-20,479.309,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-22,479.342,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-24,479.376,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-26,479.409,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-28,479.442,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-30,479.476,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-32,479.509,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_21-03-34,479.542,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-36,479.575,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-38,479.609,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-40,479.642,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-42,479.676,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-44,479.709,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-46,479.743,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-48,479.776,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-50,479.809,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-52,479.842,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-54,479.876,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-56,479.909,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-03-58,479.942,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_21-04-00,479.976,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-02,480.009,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-04,480.042,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-06,480.076,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-08,480.109,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-10,480.142,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-12,480.176,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-14,480.209,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-16,480.242,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-18,480.276,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-20,480.309,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-22,480.342,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_21-04-24,480.376,,,,,60.561,60.0,,,,,,,,cupcts
